key,sample_i,overall_iou,overall_instance_iou,back_iou,left_lung_iou,right_lung_iou,back_instance_iou,left_lung_inst_iou,right_lung_inst_iou,target
00001187_006,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
00002350_001,0,0.7636743783950806,0.74999999998125,1.0,0.5715896487236023,0.8240978717803955,1.0,0.59999999997,0.8999999999549999,5
00002350_001,1,0.5425481796264648,0.46666666665111106,1.0,0.0,0.6848156452178955,1.0,0.0,0.699999999965,3
00002350_001,2,0.538887619972229,0.46666666665111106,1.0,0.0,0.6787838935852051,1.0,0.0,0.699999999965,3
00002578_000,0,0.6538593769073486,0.7333333333211111,1.0,0.7623907327651978,0.6631667017936707,1.0,0.79999999996,0.6999999999825001,4
00002578_000,1,0.5178152918815613,0.47999999999039994,1.0,0.5429670810699463,0.670655369758606,1.0,0.59999999997,0.46666666665111106,3
00002578_000,2,0.021736938506364822,0.2999999999925,1.0,0.0,0.04135837033390999,1.0,0.0,0.3999999999866667,2
00002583_014,0,0.560323178768158,0.5199999999896,1.0,1.0,0.560323178768158,1.0,1.0,0.5199999999896,4
00002583_014,1,0.3306487202644348,0.49999999998750005,1.0,1.0,0.3306487202644348,1.0,1.0,0.49999999998750005,4
00002583_014,2,0.13442084193229675,0.0999999999975,1.0,1.0,0.17023727297782898,1.0,1.0,0.16666666666194443,3
00002597_000,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5
00002597_000,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4
00002597_000,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5
00002706_004,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1
00002706_004,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1
00002706_004,2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1
00002711_000,0,0.38735291361808777,0.4199999999919333,0.0,0.49330803751945496,0.5143245458602905,0.0,0.3999999999883333,0.59999999997,5
00002711_000,1,0.442786306142807,0.35999999999279997,0.7195906043052673,0.4336683452129364,0.0,0.8999999999774999,0.49999999998749994,0.0,3
00002711_000,2,0.3129827082157135,0.3599999999918,0.0,0.5897515416145325,0.0,0.0,0.46666666665277773,0.0,3
00002763_031,0,0.5906538963317871,0.46666666665805556,0.7502704858779907,0.3608115315437317,0.5818655490875244,0.79999999996,0.34999999999125003,0.59999999997,4
00002763_031,1,0.2393227517604828,0.37499999999120537,0.0,0.2716219127178192,0.1565733700990677,0.0,0.45999999998779995,0.19999999999,4
00002763_031,2,0.3994186818599701,0.24999999999374997,0.5803077220916748,0.0,0.3795667290687561,0.3999999999866667,0.0,0.39999999998,2
00002856_009,0,0.1270296424627304,0.1333333333311111,0.0,0.5463513731956482,0.0,0.0,0.46666666665111106,0.0,2
00002856_009,1,0.07231634110212326,0.19999999999333334,0.0,0.5861174464225769,0.0,0.0,0.59999999997,0.0,2
00002856_009,2,0.5272183418273926,0.59999999997,1.0,0.584610104560852,1.0,1.0,0.59999999997,1.0,5
00002980_000,0,0.38604068756103516,0.24285714285510202,0.4602971076965332,0.40243902802467346,0.26860472559928894,0.39999999999,0.26666666666444444,0.16666666666444444,5
00002980_000,1,0.5677326917648315,0.599999999985,0.5906619429588318,0.5853414535522461,0.606701672077179,0.79999999998,0.59999999997,0.699999999965,5
00002980_000,2,0.4532962143421173,0.26666666665944444,0.2191280871629715,0.0,0.0,0.64999999998375,0.0,0.0,5
00003072_028,0,0.22915205359458923,0.1549999999974625,0.0,0.3467400372028351,0.03212921321392059,0.0,0.2999999999933333,0.07999999999839999,2
00003072_028,1,0.3753425180912018,0.47999999999039994,0.0,0.31790846586227417,0.6971080899238586,0.0,0.39999999998,0.59999999998,2
00003072_028,2,0.4267858564853668,0.2999999999925,0.0,0.6412225365638733,0.0,0.0,0.699999999965,0.0,3
00003333_002,0,0.5134482979774475,0.39999999999,1.0,0.0,0.765323281288147,1.0,0.0,0.59999999998,3
00003333_002,1,0.7102062702178955,0.79999999996,1.0,1.0,0.8365663290023804,1.0,1.0,0.8999999999549999,5
00003333_002,2,0.5799167156219482,0.59999999997,1.0,1.0,0.7094218134880066,1.0,1.0,0.79999999996,5
00003391_001,0,0.28175798058509827,0.2666666666577778,1.0,0.2932915985584259,1.0,1.0,0.2666666666577778,1.0,3
00003391_001,1,0.08170288056135178,0.0999999999975,1.0,0.08699621260166168,1.0,1.0,0.0999999999975,1.0,3
00003391_001,2,0.025335585698485374,0.06666666666444444,1.0,0.028961649164557457,1.0,1.0,0.06666666666444444,1.0,1
00003400_003,0,0.2795286178588867,0.4181818181780166,0.0,0.32177725434303284,0.3030957579612732,0.0,0.36666666666055553,0.47999999999039994,3
00003400_003,1,0.07592538744211197,0.17142857142612244,0.0,0.28466835618019104,0.0,0.0,0.2999999999925,0.0,2
00003400_003,2,0.31359121203422546,0.18095238094963717,0.0,0.0,0.332316517829895,0.0,0.0,0.2599999999943,2
00003787_003,0,0.3720128536224365,0.34999999999125003,1.0,0.4854338467121124,0.0,1.0,0.5333333333155555,0.0,3
00003787_003,1,0.6208660006523132,0.699999999965,1.0,0.6571953892707825,1.0,1.0,0.699999999965,1.0,5
00003787_003,2,0.7044622898101807,0.79999999996,1.0,0.7112828493118286,1.0,1.0,0.79999999996,1.0,5
00003894_005,0,0.6570019125938416,0.699999999965,1.0,1.0,0.7351104617118835,1.0,1.0,0.79999999996,5
00003894_005,1,0.5483262538909912,0.59999999997,1.0,1.0,0.6707943081855774,1.0,1.0,0.699999999965,5
00003894_005,2,0.749057412147522,0.79999999996,1.0,1.0,0.7915884852409363,1.0,1.0,0.79999999996,5
00003973_008,0,0.22280000150203705,0.23333333332888886,0.0,0.33227118849754333,0.0,0.0,0.39999999998,0.0,1
00003973_008,1,0.31386053562164307,0.39999999998,0.0,0.5584978461265564,1.0,0.0,0.59999999997,1.0,3
00003973_008,2,0.3659502863883972,0.39999999998,0.0,0.5979187488555908,1.0,0.0,0.59999999997,1.0,3
00004808_090,0,0.5925642251968384,0.64999999998375,1.0,0.6114680171012878,0.7632541060447693,1.0,0.699999999965,0.79999999996,4
00004808_090,1,0.4461463987827301,0.49999999998749994,0.0,0.5495613813400269,0.6145183444023132,0.0,0.59999999997,0.699999999965,5
00004808_090,2,0.3557342290878296,0.46666666665111106,1.0,0.6900016665458679,0.0,1.0,0.699999999965,0.0,3
00004911_018,0,0.2830767333507538,0.46666666665111106,1.0,1.0,0.2830767333507538,1.0,1.0,0.46666666665111106,4
00004911_018,1,0.3592336177825928,0.5333333333155555,1.0,1.0,0.3592336177825928,1.0,1.0,0.5333333333155555,4
00004911_018,2,0.380393385887146,0.5333333333155555,1.0,1.0,0.380393385887146,1.0,1.0,0.5333333333155555,4
00005089_014,0,0.43081870675086975,0.399999999992,1.0,0.3213699758052826,0.46077001094818115,1.0,0.39999999998,0.3999999999866667,4
00005089_014,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
00005089_014,2,0.10537517815828323,0.29999999999249993,1.0,0.47710371017456055,0.08604907989501953,1.0,0.499999999975,0.099999999995,4
00005215_000,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5
00005215_000,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1
00005215_000,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5
00005353_000,0,0.7178958654403687,0.566666666648611,0.0,0.7720538377761841,1.0,0.0,0.566666666648611,1.0,5
00005353_000,1,0.5471171736717224,0.4333333333197221,0.0,0.6217735409736633,1.0,0.0,0.4999999999841666,1.0,5
00005353_000,2,0.572896420955658,0.46666666665111106,0.0,0.6311639547348022,1.0,0.0,0.46666666665111106,1.0,4
00006323_009,0,0.09667056798934937,0.099999999995,1.0,0.0549599714577198,0.08464450389146805,1.0,0.099999999995,0.1333333333288889,2
00006323_009,1,0.16161920130252838,0.14666666666284445,1.0,0.0,0.30600303411483765,1.0,0.0,0.2999999999925,4
00006323_009,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
00006948_002,0,0.6330081224441528,0.47999999999039994,1.0,0.7356618046760559,0.5827555060386658,1.0,0.5333333333155555,0.59999999997,4
00006948_002,1,0.670803964138031,0.39999999999,1.0,0.7825824022293091,0.0,1.0,0.59999999998,0.0,3
00006948_002,2,0.09849484264850616,0.5333333333155555,1.0,0.0,0.7650694251060486,1.0,0.0,0.79999999996,2
00007034_016,0,0.007803576998412609,0.039999999999199995,0.0,0.01682574301958084,0.0,0.0,0.06666666666444444,0.0,1
00007034_016,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5
00007034_016,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
00007558_006,0,0.2262091338634491,0.24999999999374997,1.0,0.0,0.4260072708129883,1.0,0.0,0.499999999975,3
00007558_006,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
00007558_006,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1
00007882_001,0,0.3791850805282593,0.29999999999433336,0.06367821246385574,0.16135913133621216,0.6487377882003784,0.04999999999875,0.19999999999,0.4333333333197221,4
00007882_001,1,0.2884376049041748,0.2666666666613889,0.03305310010910034,0.14540719985961914,0.5761277675628662,0.039999999999199995,0.49999999998666667,0.4333333333197221,5
00007882_001,2,0.05776991322636604,0.199999999995,0.0,0.3302752375602722,0.0,0.0,0.39999999998,0.0,2
00008008_027,0,0.1105126142501831,0.1599999999984,0.0,0.0,0.3758614659309387,0.0,0.0,0.5333333333155555,2
00008008_027,1,0.11535025388002396,0.27499999999620534,0.026383180171251297,0.041013382375240326,0.42701008915901184,0.06666666666444444,0.06666666666444444,0.5333333333155555,4
00008008_027,2,0.13763490319252014,0.2666666666622222,0.0,0.0,0.4072132110595703,0.0,0.0,0.5333333333155555,2
00008386_000,0,0.021516231819987297,0.199999999995,1.0,0.0,0.07148004323244095,1.0,0.0,0.2666666666577778,2
00008386_000,1,0.6856635212898254,0.699999999965,1.0,1.0,0.6856635212898254,1.0,1.0,0.699999999965,5
00008386_000,2,0.4378257691860199,0.499999999975,1.0,1.0,0.4378257691860199,1.0,1.0,0.499999999975,4
00008547_001,0,0.0707106739282608,0.1999999999977778,0.0,0.04462995380163193,0.11061053723096848,0.0,0.27999999999439995,0.0999999999975,3
00008547_001,1,0.06962307542562485,0.29999999999625004,1.0,0.26423078775405884,0.0,1.0,0.47999999999039994,0.0,2
00008547_001,2,0.2122184932231903,0.17142857142612244,1.0,0.0,0.2525884211063385,1.0,0.0,0.2999999999925,2
00008554_009,0,0.21899084746837616,0.199999999995,1.0,0.0,0.3973688781261444,1.0,0.0,0.39999999998,2
00008554_009,1,0.31562501192092896,0.39999999998,1.0,1.0,0.32154905796051025,1.0,1.0,0.39999999998,5
00008554_009,2,0.19414611160755157,0.19999999999,1.0,1.0,0.2185990810394287,1.0,1.0,0.299999999985,5
00008814_010,0,0.24010184407234192,0.3999999999866667,1.0,0.0,0.5489835739135742,1.0,0.0,0.59999999997,2
00008814_010,1,0.5124837160110474,0.46666666665111106,1.0,0.0,0.6392052173614502,1.0,0.0,0.699999999965,2
00008814_010,2,0.2133893221616745,0.299999999985,1.0,0.0,0.511941134929657,1.0,0.0,0.59999999997,1
00009368_006,0,0.26037320494651794,0.13214285714110333,0.0,0.4615136682987213,0.0,0.0,0.21142857142532243,0.0,4
00009368_006,1,0.4026905596256256,0.21142857142532243,0.0,0.5398635268211365,1.0,0.0,0.24999999999541664,1.0,4
00009368_006,2,0.12170305848121643,0.14999999999625,1.0,0.12466124445199966,1.0,1.0,0.14999999999625,1.0,2
00009437_008,0,0.5355229377746582,0.499999999981,1.0,0.8017101287841797,0.4049166142940521,1.0,0.8999999999549999,0.3,5
00009437_008,1,0.4043790400028229,0.44999999998874995,1.0,0.48408591747283936,0.3595026135444641,1.0,0.499999999975,0.39999999998,5
00009437_008,2,0.2630009651184082,0.2666666666577778,1.0,0.0,0.37654128670692444,1.0,0.0,0.39999999998,3
00009507_004,0,0.4022538959980011,0.39999999999,0.0,0.46310955286026,0.0,0.0,0.5333333333155555,0.0,3
00009507_004,1,0.6660744547843933,0.699999999965,1.0,0.7424325346946716,1.0,1.0,0.79999999996,1.0,5
00009507_004,2,0.6779401302337646,0.699999999965,1.0,0.7247260212898254,1.0,1.0,0.5333333333155555,1.0,5
00009619_000,0,0.7342001795768738,0.6199999999846,1.0,0.7446204423904419,0.777624785900116,1.0,0.49999999998666667,0.79999999996,5
00009619_000,1,0.7070433497428894,0.79999999998,1.0,0.7286983728408813,0.7205361127853394,1.0,0.79999999996,0.79999999996,5
00009619_000,2,0.2978905737400055,0.2666666666577778,1.0,0.376335084438324,0.0,1.0,0.39999999998,0.0,2
00010060_038,0,0.09769930690526962,0.039999999999199995,1.0,0.09769930690526962,1.0,1.0,0.039999999999199995,1.0,2
00010060_038,1,0.049227725714445114,0.1333333333288889,1.0,0.15451733767986298,0.0,1.0,0.19999999999,0.0,1
00010060_038,2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1
00010103_014,0,0.32937684655189514,0.39999999999,1.0,0.41937220096588135,0.31222888827323914,1.0,0.499999999975,0.39999999998,5
00010103_014,1,0.18835003674030304,0.19999999999333334,0.0,0.3819083273410797,0.0,0.0,0.39999999998,0.0,3
00010103_014,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
00010277_000,0,0.434181272983551,0.4399999999956,1.0,0.0599304661154747,0.6214575171470642,1.0,0.2666666666577778,0.5428571428493878,3
00010277_000,1,0.712989330291748,0.5999999999914285,1.0,0.5248711109161377,0.7605787515640259,1.0,0.59999999997,0.6399999999871999,4
00010277_000,2,0.3812573552131653,0.3333333333281944,1.0,0.0,0.6335985660552979,1.0,0.0,0.49999999999033323,4
00010381_000,0,0.1723187267780304,0.22666666666235552,0.0,0.4092774987220764,0.0,0.0,0.3333333333222222,0.0,3
00010381_000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
00010381_000,2,0.22661034762859344,0.23333333332638886,0.0,0.0,0.20168380439281464,0.0,0.0,0.299999999985,3
00010447_018,0,0.28282588720321655,0.23999999999519997,0.0,0.4843612611293793,0.061381638050079346,0.0,0.499999999975,0.1333333333288889,3
00010447_018,1,0.4755576550960541,0.59999999998,0.0,0.8257459402084351,0.0,0.0,0.8999999999549999,0.0,3
00010447_018,2,0.310357928276062,0.3333333333222222,0.0,0.4799281060695648,0.0,0.0,0.499999999975,0.0,3
00010815_006,0,0.7152466177940369,0.79999999996,1.0,0.7187995910644531,1.0,1.0,0.79999999996,1.0,4
00010815_006,1,0.8182296752929688,0.6666666666444445,1.0,0.8201099038124084,1.0,1.0,0.6666666666444445,1.0,4
00010815_006,2,0.7484846711158752,0.79999999996,1.0,0.7484846711158752,1.0,1.0,0.79999999996,1.0,5
00010936_016,0,0.07777318358421326,0.1333333333288889,0.0,0.0,0.0,0.0,0.0,0.0,2
00010936_016,1,0.7079616785049438,0.79999999996,1.0,0.7079616785049438,1.0,1.0,0.79999999996,1.0,5
00010936_016,2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1
00011157_001,0,0.45564132928848267,0.5249999999960938,1.0,0.49469122290611267,0.3908708393573761,1.0,0.5545454545396556,0.45999999998779995,4
00011157_001,1,0.4806947112083435,0.5714285714243708,1.0,0.534950852394104,0.4171484708786011,1.0,0.6111111111044321,0.4999999999869999,5
00011157_001,2,0.20402704179286957,0.1999999999975,1.0,0.327070027589798,0.0,1.0,0.2666666666622222,0.0,2
00011237_006,0,0.1564926952123642,0.19999999999333334,1.0,0.27062487602233887,0.0,1.0,0.299999999985,0.0,3
00011237_006,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1
00011237_006,2,0.3505106568336487,0.39999999998,1.0,0.3519684076309204,1.0,1.0,0.39999999998,1.0,5
00011269_019,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
00011269_019,1,0.2119946926832199,0.2666666666577778,1.0,0.39821746945381165,0.0,1.0,0.39999999998,0.0,3
00011269_019,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
00011355_011,0,0.4006979167461395,0.27999999999340003,0.0,1.0,0.33289358019828796,0.0,1.0,0.27999999999340003,4
00011355_011,1,0.17755714058876038,0.16666666666194443,0.15139217674732208,1.0,0.19167481362819672,0.35999999999279997,1.0,0.0999999999975,5
00011355_011,2,0.1793307512998581,0.16666666666194443,0.12162413448095322,1.0,0.21482770144939423,0.19999999999,1.0,0.199999999995,3
00011450_000,0,0.4721451997756958,0.14999999999625,1.0,0.0,0.5585204362869263,1.0,0.0,0.3999999999933333,4
00011450_000,1,0.5970941185951233,0.46666666665111106,1.0,0.0,0.6971111297607422,1.0,0.0,0.699999999965,4
00011450_000,2,0.18726284801959991,0.19999999999333334,1.0,0.0,0.21989025175571442,1.0,0.0,0.299999999985,3
00011502_001,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5
00011502_001,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
00011502_001,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
00011827_003,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,
00011827_003,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,
00011827_003,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,
00011925_072,0,0.486423134803772,0.44999999998874995,0.629073441028595,0.7436046600341797,0.20521195232868195,0.39999999999333335,0.79999999996,0.299999999985,
00011925_072,1,0.49155738949775696,0.43999999998519995,0.5612694025039673,0.6148789525032043,0.44770100712776184,0.4399999999912,0.46666666665777773,0.499999999975,
00011925_072,2,0.4120602011680603,0.3999999999866667,0.0,0.620947003364563,0.0,0.0,0.699999999965,0.0,
00012045_019,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,
00012045_019,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
00012045_019,2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,
00012094_040,0,0.41673532128334045,0.4428571428509949,0.4896455705165863,0.5205271244049072,0.4653644263744354,0.499999999975,0.59999999997,0.3999999999883333,
00012094_040,1,0.25621673464775085,0.21904761904417236,0.0,0.0,0.4032984673976898,0.0,0.0,0.32999999999215,
00012094_040,2,0.0010537788039073348,0.039999999999199995,0.0,0.0,0.0,0.0,0.0,0.0,
00012174_000,0,0.34652313590049744,0.2390909090879007,0.03833723068237305,0.5786215662956238,0.0,0.099999999995,0.45238095237361675,0.0,
00012174_000,1,0.3869404196739197,0.23333333332944442,0.0,0.45127031207084656,0.0,0.0,0.19999999999666665,0.0,
00012174_000,2,0.13362644612789154,0.09999999999875,0.0,0.1923847794532776,1.0,0.0,0.09999999999875,1.0,
00012270_005,0,0.3571985065937042,0.3333333333222222,1.0,1.0,0.36681777238845825,1.0,1.0,0.3333333333222222,
00012270_005,1,0.42130669951438904,0.3333333333222222,1.0,1.0,0.43085554242134094,1.0,1.0,0.3999999999866667,
00012270_005,2,0.6278769969940186,0.699999999965,1.0,1.0,0.6419706344604492,1.0,1.0,0.699999999965,
00012414_000,0,0.06148321181535721,0.06666666666444444,1.0,0.08682369440793991,0.0,1.0,0.099999999995,0.0,
00012414_000,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,
00012414_000,2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,
00012592_005,0,0.40076711773872375,0.3857142857080612,0.0,0.44379642605781555,0.4253773093223572,0.0,0.32999999999215,0.499999999975,
00012592_005,1,0.5126045942306519,0.32999999999215,1.0,0.5305686593055725,0.0,1.0,0.4333333333197221,0.0,
00012592_005,2,0.04511524736881256,0.199999999995,1.0,0.0,0.303426057100296,1.0,0.0,0.39999999998,
00012829_004,0,0.09369561076164246,0.099999999995,1.0,0.09369561076164246,1.0,1.0,0.099999999995,1.0,
00012829_004,1,0.203330859541893,0.299999999985,1.0,0.203330859541893,1.0,1.0,0.299999999985,1.0,
00012829_004,2,0.2525120973587036,0.299999999985,1.0,0.2525120973587036,1.0,1.0,0.299999999985,1.0,
00012892_010,0,0.30556192994117737,0.33333333332666665,0.0,0.3172815144062042,0.0,0.0,0.4199999999886,0.0,
00012892_010,1,0.2780727744102478,0.5333333333155555,1.0,0.28043127059936523,1.0,1.0,0.5333333333155555,1.0,
00012892_010,2,0.2557755708694458,0.3999999999866667,1.0,0.2576689124107361,1.0,1.0,0.3999999999866667,1.0,
00013337_000,0,0.3612369894981384,0.28333333332819444,0.0,0.43712106347084045,0.0,0.0,0.34666666665884444,0.0,
00013337_000,1,0.3857056796550751,0.399999999992,0.0,0.5989563465118408,0.0,0.0,0.64999999998375,0.0,
00013337_000,2,0.4228212833404541,0.23999999999519997,0.0,0.5552083253860474,0.0,0.0,0.3666666666569444,0.0,
00013673_001,0,0.23224851489067078,0.24444444444209878,1.0,0.32589465379714966,0.17077718675136566,1.0,0.03333333333277778,0.39999999999333335,
00013673_001,1,0.6196882724761963,0.6545454545395042,1.0,0.6477510929107666,0.5719379782676697,1.0,0.7333333333211111,0.5599999999887999,
00013673_001,2,0.20239342749118805,0.11428571428408163,1.0,0.2979379892349243,0.0,1.0,0.199999999995,0.0,
00013685_000,0,0.196261927485466,0.199999999996,1.0,0.21069727838039398,0.18296489119529724,1.0,0.19999999999333334,0.19999999999,
00013685_000,1,0.33762550354003906,0.3333333333222222,1.0,0.4960312247276306,0.0,1.0,0.499999999975,0.0,
00013685_000,2,0.26467347145080566,0.2666666666577778,1.0,0.39254820346832275,0.0,1.0,0.39999999998,0.0,
00013751_003,0,0.4030546247959137,0.4605882352917524,0.0,0.5388785600662231,0.41063082218170166,0.0,0.54999999998625,0.47999999999668885,
00013751_003,1,0.3742232620716095,0.5571428571388776,1.0,0.5177498459815979,0.33171141147613525,1.0,0.599999999985,0.5399999999946,
00013751_003,2,0.21316547691822052,0.14999999999812502,1.0,0.0,0.2714475691318512,1.0,0.0,0.23333333332944442,
00013911_021,0,0.4408213794231415,0.31439393939184646,0.27071306109428406,0.48893284797668457,0.5875887870788574,0.2999999999925,0.2542857142826979,0.5999999999891666,
00013911_021,1,0.4346896708011627,0.3181818181788347,0.4253617227077484,0.49551790952682495,0.34466275572776794,0.499999999975,0.3666666666605555,0.3599999999918,
00013911_021,2,0.3162476122379303,0.12499999999897322,0.0,0.48219799995422363,0.0,0.0,0.20666666666350558,0.0,
00013951_001,0,0.12956175208091736,0.24999999999374997,1.0,0.1296030580997467,1.0,1.0,0.24999999999374997,1.0,
00013951_001,1,0.7613769173622131,0.79999999996,1.0,0.7613769173622131,1.0,1.0,0.79999999996,1.0,
00013951_001,2,0.5058210492134094,0.59999999997,1.0,0.5058210492134094,1.0,1.0,0.59999999997,1.0,
00013977_005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
00013977_005,1,0.7915446162223816,0.84999999997875,0.7929332256317139,0.8529243469238281,0.7469850778579712,0.79999999996,0.8999999999549999,0.79999999996,
00013977_005,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
00013991_000,0,0.5515970587730408,0.46666666665111106,1.0,0.6088594198226929,0.0,1.0,0.699999999965,0.0,
00013991_000,1,0.6442438364028931,0.699999999965,1.0,0.6442438364028931,1.0,1.0,0.699999999965,1.0,
